MSG,7,111,11111,86800A,111111,2016/02/05,12:14:35.539,2016/02/05,12:14:35.490,,29975,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:35.595,2016/02/05,12:14:35.555,,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:35.719,2016/02/05,12:14:35.686,,30000,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:35.762,2016/02/05,12:14:35.751,,30000,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:35.835,2016/02/05,12:14:35.816,,,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:36.226,2016/02/05,12:14:36.210,,41000,,,47.11147,-120.66467,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:14:36.546,2016/02/05,12:14:36.537,,,435,111,,,-64,,,,,0
MSG,3,111,11111,86800A,111111,2016/02/05,12:14:37.058,2016/02/05,12:14:36.998,,30000,,,47.46410,-121.32484,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:37.968,2016/02/05,12:14:37.915,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:38.004,2016/02/05,12:14:37.979,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:38.018,2016/02/05,12:14:37.980,,,,,,,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:14:38.258,2016/02/05,12:14:38.241,,,476,307,,,0,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:39.237,2016/02/05,12:14:39.224,,41000,,,47.10928,-120.65639,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:39.978,2016/02/05,12:14:39.946,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:40.177,2016/02/05,12:14:40.143,,,,,,,,,,,,0
MSG,5,111,11111,E071CB,111111,2016/02/05,12:14:40.209,2016/02/05,12:14:40.207,,41000,,,,,,,0,,0,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:14:40.343,2016/02/05,12:14:40.338,,,476,307,,,0,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:40.446,2016/02/05,12:14:40.405,,,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:41.137,2016/02/05,12:14:41.125,,41000,,,47.10798,-120.65143,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:42.107,2016/02/05,12:14:42.107,,,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:14:42.196,2016/02/05,12:14:42.174,,,435,111,,,0,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:43.028,2016/02/05,12:14:43.025,,41000,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:43.117,2016/02/05,12:14:43.092,,41000,,,47.10654,-120.64601,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:14:43.408,2016/02/05,12:14:43.355,,,476,307,,,0,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:43.537,2016/02/05,12:14:43.486,,29975,,,,,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:43.598,2016/02/05,12:14:43.551,,41000,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:14:43.605,2016/02/05,12:14:43.552,,11950,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:43.886,2016/02/05,12:14:43.877,,29975,,,,,,,,,,0
MSG,8,111,11111,A6BBA3,111111,2016/02/05,12:14:43.925,2016/02/05,12:14:43.878,,,,,,,,,,,,
MSG,3,111,11111,86800A,111111,2016/02/05,12:14:43.988,2016/02/05,12:14:43.944,,29975,,,47.47313,-121.34280,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:14:44.238,2016/02/05,12:14:44.205,,,476,307,,,-64,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:44.373,2016/02/05,12:14:44.337,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:44.822,2016/02/05,12:14:44.796,,,,,,,,,,,,0
MSG,3,111,11111,86800A,111111,2016/02/05,12:14:44.823,2016/02/05,12:14:44.796,,30000,,,47.47435,-121.34516,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:44.843,2016/02/05,12:14:44.797,,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:45.558,2016/02/05,12:14:45.517,,30000,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:45.715,2016/02/05,12:14:45.712,,30000,,,,,,,,,,0
MSG,5,111,11111,E071CB,111111,2016/02/05,12:14:46.103,2016/02/05,12:14:46.043,,41000,,,,,,,0,,0,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:14:46.143,2016/02/05,12:14:46.107,,,476,307,,,0,,,,,0
MSG,5,111,11111,AC4DFB,111111,2016/02/05,12:14:46.270,2016/02/05,12:14:46.238,,21125,,,,,,,0,,0,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:14:46.311,2016/02/05,12:14:46.302,,30000,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:46.765,2016/02/05,12:14:46.761,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:46.797,2016/02/05,12:14:46.762,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:46.829,2016/02/05,12:14:46.826,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:46.833,2016/02/05,12:14:46.827,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:14:46.862,2016/02/05,12:14:46.828,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:47.124,2016/02/05,12:14:47.090,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:47.254,2016/02/05,12:14:47.221,,,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:47.827,2016/02/05,12:14:47.810,,41000,,,47.10304,-120.63284,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:49.209,2016/02/05,12:14:49.187,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:49.424,2016/02/05,12:14:49.384,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:49.457,2016/02/05,12:14:49.448,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:49.698,2016/02/05,12:14:49.647,,,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:14:50.046,2016/02/05,12:14:50.038,,,434,111,,,64,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:50.388,2016/02/05,12:14:50.366,,,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:51.586,2016/02/05,12:14:51.547,,41000,,,47.10031,-120.62240,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:52.565,2016/02/05,12:14:52.530,,41000,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:52.597,2016/02/05,12:14:52.594,,41000,,,47.09960,-120.61967,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:14:52.996,2016/02/05,12:14:52.987,,,434,111,,,0,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:53.555,2016/02/05,12:14:53.513,,41000,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:14:53.637,2016/02/05,12:14:53.579,,41000,,,47.09885,-120.61691,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:54.038,2016/02/05,12:14:54.036,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:54.071,2016/02/05,12:14:54.037,,,,,,,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:54.075,2016/02/05,12:14:54.037,,41000,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:54.339,2016/02/05,12:14:54.299,,,,,,,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:54.556,2016/02/05,12:14:54.497,,41000,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:14:55.597,2016/02/05,12:14:55.545,,,434,110,,,-64,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:14:55.742,2016/02/05,12:14:55.740,,12425,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:56.297,2016/02/05,12:14:56.265,,,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:14:56.497,2016/02/05,12:14:56.462,,,434,110,,,-64,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:14:56.539,2016/02/05,12:14:56.527,,12450,,,,,,,,,,0
MSG,5,111,11111,A6BBA3,111111,2016/02/05,12:14:57.175,2016/02/05,12:14:57.118,,12475,,,,,,,0,,0,0
MSG,8,111,11111,A6BBA3,111111,2016/02/05,12:14:57.781,2016/02/05,12:14:57.771,,,,,,,,,,,,
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:14:58.002,2016/02/05,12:14:57.969,,12525,,,,,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:58.647,2016/02/05,12:14:58.624,,41000,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:58.664,2016/02/05,12:14:58.624,,,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:14:58.669,2016/02/05,12:14:58.625,,12550,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:58.950,2016/02/05,12:14:58.951,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:59.185,2016/02/05,12:14:59.149,,,,,,,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:14:59.576,2016/02/05,12:14:59.542,,41000,,,,,,,,,,0
MSG,8,111,11111,A6BBA3,111111,2016/02/05,12:14:59.682,2016/02/05,12:14:59.672,,,,,,,,,,,,
MSG,8,111,11111,E071CB,111111,2016/02/05,12:14:59.753,2016/02/05,12:14:59.738,,,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:15:00.216,2016/02/05,12:15:00.197,,,434,110,,,0,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:15:01.450,2016/02/05,12:15:01.442,,41000,,,,,,,,,,0
MSG,8,111,11111,A6BBA3,111111,2016/02/05,12:15:01.573,2016/02/05,12:15:01.572,,,,,,,,,,,,
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:02.278,2016/02/05,12:15:02.230,,12700,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:02.560,2016/02/05,12:15:02.556,,12700,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:03.061,2016/02/05,12:15:03.016,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:03.253,2016/02/05,12:15:03.213,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:03.277,2016/02/05,12:15:03.276,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:03.310,2016/02/05,12:15:03.278,,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:03.547,2016/02/05,12:15:03.539,,29975,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:03.637,2016/02/05,12:15:03.606,,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:03.877,2016/02/05,12:15:03.866,,29975,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:15:04.077,2016/02/05,12:15:04.063,,41000,,,47.09143,-120.58834,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:15:04.897,2016/02/05,12:15:04.851,,41000,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:05.341,2016/02/05,12:15:05.310,,12800,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:05.527,2016/02/05,12:15:05.506,,12825,,,,,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:15:06.086,2016/02/05,12:15:06.032,,40975,,,47.09001,-120.58285,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:15:06.589,2016/02/05,12:15:06.555,,40975,,,,,,,,,,0
MSG,7,111,11111,E071CB,111111,2016/02/05,12:15:06.592,2016/02/05,12:15:06.555,,40975,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:15:07.067,2016/02/05,12:15:07.015,,,434,110,,,-256,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:15:07.117,2016/02/05,12:15:07.079,,40975,,,47.08931,-120.58016,,,,,,0
MSG,3,111,11111,86800A,111111,2016/02/05,12:15:07.133,2016/02/05,12:15:07.080,,29975,,,47.50358,-121.40379,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:07.537,2016/02/05,12:15:07.537,,29975,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:07.879,2016/02/05,12:15:07.865,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:07.891,2016/02/05,12:15:07.866,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:07.912,2016/02/05,12:15:07.867,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:07.999,2016/02/05,12:15:07.995,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:08.013,2016/02/05,12:15:07.996,,,,,,,,,,,,0
MSG,3,111,11111,86800A,111111,2016/02/05,12:15:09.113,2016/02/05,12:15:09.110,,29975,,,47.50589,-121.40847,,,,,,0
MSG,3,111,11111,E071CB,111111,2016/02/05,12:15:09.117,2016/02/05,12:15:09.110,,40975,,,47.08791,-120.57467,,,,,,0
MSG,1,111,11111,86800A,111111,2016/02/05,12:15:09.138,2016/02/05,12:15:09.111,ANA173  ,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:09.942,2016/02/05,12:15:09.898,,29975,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:10.379,2016/02/05,12:15:10.356,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:10.790,2016/02/05,12:15:10.750,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:11.280,2016/02/05,12:15:11.273,,,,,,,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:15:11.414,2016/02/05,12:15:11.404,,,476,307,,,0,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:11.516,2016/02/05,12:15:11.471,,29975,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:15:11.787,2016/02/05,12:15:11.734,,,435,110,,,-128,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:12.036,2016/02/05,12:15:11.995,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:12.296,2016/02/05,12:15:12.257,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:12.379,2016/02/05,12:15:12.323,,,,,,,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:15:12.498,2016/02/05,12:15:12.454,,,476,307,,,0,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:12.510,2016/02/05,12:15:12.455,,29975,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:12.526,2016/02/05,12:15:12.518,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:12.990,2016/02/05,12:15:12.977,,,,,,,,,,,,0
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:13.025,2016/02/05,12:15:12.979,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:13.465,2016/02/05,12:15:13.436,,,,,,,,,,,,0
MSG,8,111,11111,E071CB,111111,2016/02/05,12:15:13.499,2016/02/05,12:15:13.438,,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:13.517,2016/02/05,12:15:13.501,,30000,,,,,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:15:13.558,2016/02/05,12:15:13.503,,,476,307,,,0,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:13.674,2016/02/05,12:15:13.634,,13100,,,,,,,,,,0
MSG,4,111,11111,E071CB,111111,2016/02/05,12:15:13.737,2016/02/05,12:15:13.699,,,434,110,,,-192,,,,,0
MSG,8,111,11111,A6BBA3,111111,2016/02/05,12:15:13.999,2016/02/05,12:15:13.961,,,,,,,,,,,,
MSG,8,111,11111,86800A,111111,2016/02/05,12:15:14.499,2016/02/05,12:15:14.484,,,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:14.509,2016/02/05,12:15:14.485,,30000,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:14.522,2016/02/05,12:15:14.486,,13150,,,,,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:15:14.523,2016/02/05,12:15:14.486,,,476,307,,,0,,,,,0
MSG,3,111,11111,86800A,111111,2016/02/05,12:15:15.193,2016/02/05,12:15:15.142,,30000,,,47.51401,-121.42477,,,,,,0
MSG,4,111,11111,86800A,111111,2016/02/05,12:15:15.373,2016/02/05,12:15:15.337,,,476,307,,,0,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:15.519,2016/02/05,12:15:15.469,,29975,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:15.532,2016/02/05,12:15:15.532,,13175,,,,,,,,,,0
MSG,7,111,11111,86800A,111111,2016/02/05,12:15:15.668,2016/02/05,12:15:15.664,,30000,,,,,,,,,,0
MSG,7,111,11111,A6BBA3,111111,2016/02/05,12:15:15.675,2016/02/05,12:15:15.664,,13175,,,,,,,,,,0
